question_id,grounding_biomedclip,grounding_biomedclip_processed
109,"[27.914783477783203, 31.130126953125, 33.96742248535156, 27.479969024658203, 33.1084098815918, 26.712234497070312, 27.914783477783203, 33.1084098815918, 27.914783477783203, 29.67539405822754, 23.135475158691406, 27.914783477783203, 33.016693115234375, 25.955995559692383, 33.82545852661133, 31.210796356201172, 29.329750061035156, 20.84238052368164, 31.210796356201172, 25.282299041748047]","[27.914783477783203, 31.130126953125, 33.96742248535156, 27.479969024658203, 33.1084098815918, 26.712234497070312, 27.914783477783203, 33.1084098815918, 27.914783477783203, 29.67539405822754, 23.135475158691406, 27.914783477783203, 33.016693115234375, 25.955995559692383, 33.82545852661133, 31.210796356201172, 29.329750061035156, 20.84238052368164, 31.210796356201172, 25.282299041748047]"
112,"[17.626445770263672, 29.736595153808594, 17.626445770263672, 29.736595153808594, 17.626445770263672, 17.626445770263672, 17.626445770263672, 29.736595153808594, 29.736595153808594, 29.736595153808594, 30.16466522216797, 17.626445770263672, 29.736595153808594, 29.736595153808594, 17.626445770263672, 17.626445770263672, 29.736595153808594, 29.736595153808594, 17.626445770263672, 17.626445770263672]","[17.626445770263672, 29.736595153808594, 17.626445770263672, 29.736595153808594, 17.626445770263672, 17.626445770263672, 17.626445770263672, 29.736595153808594, 29.736595153808594, 29.736595153808594, 30.16466522216797, 17.626445770263672, 29.736595153808594, 29.736595153808594, 17.626445770263672, 17.626445770263672, 29.736595153808594, 29.736595153808594, 17.626445770263672, 17.626445770263672]"
114,"[28.426025390625, 27.027727127075195, 28.426025390625, 28.426025390625, 28.426025390625, 28.426025390625, 28.426025390625, 27.027727127075195, 28.426025390625, 28.426025390625, 26.976762771606445, 28.426025390625, 28.426025390625, 28.426025390625, 26.976762771606445, 26.976762771606445, 28.426025390625, 26.976762771606445, 28.34827423095703, 28.426025390625]","[28.426025390625, 27.027727127075195, 28.426025390625, 28.426025390625, 28.426025390625, 28.426025390625, 28.426025390625, 27.027727127075195, 28.426025390625, 28.426025390625, 26.976762771606445, 28.426025390625, 28.426025390625, 28.426025390625, 26.976762771606445, 26.976762771606445, 28.426025390625, 26.976762771606445, 28.34827423095703, 28.426025390625]"
115,"[25.434480667114258, 28.34827423095703, 25.434480667114258, 25.434480667114258, 27.027727127075195, 28.34827423095703, 27.224895477294922, 25.434480667114258, 25.434480667114258, 25.434480667114258, 25.434480667114258, 25.434480667114258, 25.434480667114258, 25.434480667114258, 27.224895477294922, 28.34827423095703, 25.434480667114258, 25.434480667114258, 25.434480667114258, 25.434480667114258]","[25.434480667114258, 28.34827423095703, 25.434480667114258, 25.434480667114258, 27.027727127075195, 28.34827423095703, 27.224895477294922, 25.434480667114258, 25.434480667114258, 25.434480667114258, 25.434480667114258, 25.434480667114258, 25.434480667114258, 25.434480667114258, 27.224895477294922, 28.34827423095703, 25.434480667114258, 25.434480667114258, 25.434480667114258, 25.434480667114258]"
118,"[36.0589714050293, 10.629619598388672, 37.33544158935547, 36.0589714050293, 33.767295837402344, 26.99932861328125, 24.053627014160156, 37.178184509277344, 26.425065994262695, 35.10261535644531, 29.120126724243164, 37.178184509277344, 37.178184509277344, 37.178184509277344, 37.178184509277344, 32.431461334228516, 35.59322738647461, 27.41794204711914, 27.59474754333496, 37.178184509277344]","[36.0589714050293, 10.629619598388672, 37.33544158935547, 36.0589714050293, 33.767295837402344, 26.99932861328125, 24.053627014160156, 37.178184509277344, 26.425065994262695, 35.10261535644531, 29.120126724243164, 37.178184509277344, 37.178184509277344, 37.178184509277344, 37.178184509277344, 32.431461334228516, 35.59322738647461, 27.41794204711914, 27.59474754333496, 37.178184509277344]"
122,"[31.256134033203125, 31.256134033203125, 18.761350631713867, 31.256134033203125, 31.256134033203125, 18.761350631713867, 18.761350631713867, 18.761350631713867, 31.256134033203125, 18.761350631713867, 18.761350631713867, 18.761350631713867, 18.761350631713867, 18.761350631713867, 18.761350631713867, 31.256134033203125, 18.761350631713867, 18.761350631713867, 18.761350631713867, 18.761350631713867]","[31.256134033203125, 31.256134033203125, 18.761350631713867, 31.256134033203125, 31.256134033203125, 18.761350631713867, 18.761350631713867, 18.761350631713867, 31.256134033203125, 18.761350631713867, 18.761350631713867, 18.761350631713867, 18.761350631713867, 18.761350631713867, 18.761350631713867, 31.256134033203125, 18.761350631713867, 18.761350631713867, 18.761350631713867, 18.761350631713867]"
124,"[30.489850997924805, 31.457595825195312, 32.34446334838867, 30.599193572998047, 29.85396957397461, 31.457595825195312, 31.457595825195312, 30.599193572998047, 31.457595825195312, 31.457595825195312, 32.34446334838867, 30.599193572998047, 30.599193572998047, 30.599193572998047, 30.599193572998047, 29.816505432128906, 30.599193572998047, 32.34446334838867, 32.34446334838867, 30.599193572998047]","[30.489850997924805, 31.457595825195312, 32.34446334838867, 30.599193572998047, 29.85396957397461, 31.457595825195312, 31.457595825195312, 30.599193572998047, 31.457595825195312, 31.457595825195312, 32.34446334838867, 30.599193572998047, 30.599193572998047, 30.599193572998047, 30.599193572998047, 29.816505432128906, 30.599193572998047, 32.34446334838867, 32.34446334838867, 30.599193572998047]"
125,"[29.635391235351562, 20.675920486450195, 29.635391235351562, 29.635391235351562, 28.416414260864258, 29.635391235351562, 29.635391235351562, 29.635391235351562, 20.675920486450195, 20.675920486450195, 29.635391235351562, 29.635391235351562, 29.635391235351562, 29.635391235351562, 29.635391235351562, 29.635391235351562, 29.635391235351562, 29.635391235351562, 28.416414260864258, 29.635391235351562]","[29.635391235351562, 20.675920486450195, 29.635391235351562, 29.635391235351562, 28.416414260864258, 29.635391235351562, 29.635391235351562, 29.635391235351562, 20.675920486450195, 20.675920486450195, 29.635391235351562, 29.635391235351562, 29.635391235351562, 29.635391235351562, 29.635391235351562, 29.635391235351562, 29.635391235351562, 29.635391235351562, 28.416414260864258, 29.635391235351562]"
130,"[21.045263290405273, 31.008150100708008, 31.008150100708008, 31.759204864501953, 21.045263290405273, 21.045263290405273, 31.008150100708008, 21.045263290405273, 31.759204864501953, 21.045263290405273, 31.008150100708008, 31.008150100708008, 31.008150100708008, 31.008150100708008, 31.008150100708008, 31.008150100708008, 21.045263290405273, 31.008150100708008, 31.008150100708008, 31.008150100708008]","[21.045263290405273, 31.008150100708008, 31.008150100708008, 31.759204864501953, 21.045263290405273, 21.045263290405273, 31.008150100708008, 21.045263290405273, 31.759204864501953, 21.045263290405273, 31.008150100708008, 31.008150100708008, 31.008150100708008, 31.008150100708008, 31.008150100708008, 31.008150100708008, 21.045263290405273, 31.008150100708008, 31.008150100708008, 31.008150100708008]"
132,"[31.31385040283203, 33.16676330566406, 30.898099899291992, 33.16676330566406, 32.61066436767578, 32.61066436767578, 30.873619079589844, 29.77760124206543, 30.99458885192871, 32.61066436767578, 31.31385040283203, 33.16676330566406, 32.61066436767578, 32.61066436767578, 32.61066436767578, 31.684539794921875, 32.61066436767578, 30.99458885192871, 32.61066436767578, 31.31385040283203]","[31.31385040283203, 33.16676330566406, 30.898099899291992, 33.16676330566406, 32.61066436767578, 32.61066436767578, 30.873619079589844, 29.77760124206543, 30.99458885192871, 32.61066436767578, 31.31385040283203, 33.16676330566406, 32.61066436767578, 32.61066436767578, 32.61066436767578, 31.684539794921875, 32.61066436767578, 30.99458885192871, 32.61066436767578, 31.31385040283203]"
133,"[31.658756256103516, 31.658756256103516, 33.16676330566406, 33.16676330566406, 32.61066436767578, 32.61066436767578, 33.16676330566406, 33.16676330566406, 25.61480712890625, 31.325794219970703, 31.325794219970703, 33.16676330566406, 33.16676330566406, 25.61480712890625, 31.658756256103516, 31.658756256103516, 25.61480712890625, 25.61480712890625, 30.488845825195312, 25.61480712890625]","[31.658756256103516, 31.658756256103516, 33.16676330566406, 33.16676330566406, 32.61066436767578, 32.61066436767578, 33.16676330566406, 33.16676330566406, 25.61480712890625, 31.325794219970703, 31.325794219970703, 33.16676330566406, 33.16676330566406, 25.61480712890625, 31.658756256103516, 31.658756256103516, 25.61480712890625, 25.61480712890625, 30.488845825195312, 25.61480712890625]"
138,"[17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 34.085289001464844, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 34.459075927734375]","[17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 34.085289001464844, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 17.971357345581055, 34.459075927734375]"
140,"[31.104982376098633, 24.00577163696289, 33.68120193481445, 24.294960021972656, 31.104982376098633, 30.665748596191406, 27.256336212158203, 27.459941864013672, 30.665748596191406, 30.665748596191406, 31.104982376098633, 33.85621643066406, 33.85621643066406, 26.86172866821289, 30.665748596191406, 24.514846801757812, 24.294960021972656, 30.665748596191406, 31.35932731628418, 31.35932731628418]","[31.104982376098633, 24.00577163696289, 33.68120193481445, 24.294960021972656, 31.104982376098633, 30.665748596191406, 27.256336212158203, 27.459941864013672, 30.665748596191406, 30.665748596191406, 31.104982376098633, 33.85621643066406, 33.85621643066406, 26.86172866821289, 30.665748596191406, 24.514846801757812, 24.294960021972656, 30.665748596191406, 31.35932731628418, 31.35932731628418]"
144,"[17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 31.858640670776367, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578]","[17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 31.858640670776367, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578, 17.424152374267578]"
146,"[27.682353973388672, 27.426658630371094, 21.145761489868164, 16.42796516418457, 29.44972038269043, 28.334964752197266, 29.44972038269043, 29.518657684326172, 30.110271453857422, 27.179325103759766, 29.180265426635742, 29.518657684326172, 30.758655548095703, 29.44972038269043, 29.808347702026367, 29.44972038269043, 29.44972038269043, 29.808347702026367, 29.44972038269043, 28.86602020263672]","[27.682353973388672, 27.426658630371094, 21.145761489868164, 16.42796516418457, 29.44972038269043, 28.334964752197266, 29.44972038269043, 29.518657684326172, 30.110271453857422, 27.179325103759766, 29.180265426635742, 29.518657684326172, 30.758655548095703, 29.44972038269043, 29.808347702026367, 29.44972038269043, 29.44972038269043, 29.808347702026367, 29.44972038269043, 28.86602020263672]"
151,"[32.38960647583008, 17.547340393066406, 17.547340393066406, 31.85579490661621, 31.85579490661621, 31.85579490661621, 17.547340393066406, 32.38960647583008, 31.85579490661621, 17.547340393066406, 32.38960647583008, 31.85579490661621, 17.547340393066406, 31.85579490661621, 17.547340393066406, 31.85579490661621, 31.85579490661621, 17.547340393066406, 17.547340393066406, 17.547340393066406]","[32.38960647583008, 17.547340393066406, 17.547340393066406, 31.85579490661621, 31.85579490661621, 31.85579490661621, 17.547340393066406, 32.38960647583008, 31.85579490661621, 17.547340393066406, 32.38960647583008, 31.85579490661621, 17.547340393066406, 31.85579490661621, 17.547340393066406, 31.85579490661621, 31.85579490661621, 17.547340393066406, 17.547340393066406, 17.547340393066406]"
154,"[19.5206298828125, 20.6358585357666, 19.5206298828125, 28.27245330810547, 19.5206298828125, 19.5206298828125, 28.27245330810547, 20.6358585357666, 19.5206298828125, 19.5206298828125, 20.6358585357666, 19.5206298828125, 19.5206298828125, 19.5206298828125, 19.5206298828125, 17.503345489501953, 19.5206298828125, 19.5206298828125, 28.27245330810547, 19.5206298828125]","[19.5206298828125, 20.6358585357666, 19.5206298828125, 28.27245330810547, 19.5206298828125, 19.5206298828125, 28.27245330810547, 20.6358585357666, 19.5206298828125, 19.5206298828125, 20.6358585357666, 19.5206298828125, 19.5206298828125, 19.5206298828125, 19.5206298828125, 17.503345489501953, 19.5206298828125, 19.5206298828125, 28.27245330810547, 19.5206298828125]"
155,"[24.655014038085938, 2.5674996376037598, 14.372954368591309, 11.10321044921875, 4.843385219573975, 31.408859252929688, 22.4611873626709, 13.424064636230469, 12.6329984664917, 6.871175765991211, 4.778198719024658, 4.843385219573975, 6.647604942321777, 13.132438659667969, 15.586982727050781, 14.110553741455078, 16.014110565185547, 8.632513046264648, 22.203105926513672, 22.417055130004883]","[24.655014038085938, 2.5674996376037598, 14.372954368591309, 11.10321044921875, 4.843385219573975, 31.408859252929688, 22.4611873626709, 13.424064636230469, 12.6329984664917, 6.871175765991211, 4.778198719024658, 4.843385219573975, 6.647604942321777, 13.132438659667969, 15.586982727050781, 14.110553741455078, 16.014110565185547, 8.632513046264648, 22.203105926513672, 22.417055130004883]"
158,"[30.708261489868164, 33.80754089355469, 20.564823150634766, 30.708261489868164, 33.80754089355469, 30.708261489868164, 33.80754089355469, 20.564823150634766, 20.564823150634766, 33.80754089355469, 30.708261489868164, 20.564823150634766, 20.564823150634766, 20.564823150634766, 20.564823150634766, 33.80754089355469, 20.564823150634766, 33.80754089355469, 30.708261489868164, 33.80754089355469]","[30.708261489868164, 33.80754089355469, 20.564823150634766, 30.708261489868164, 33.80754089355469, 30.708261489868164, 33.80754089355469, 20.564823150634766, 20.564823150634766, 33.80754089355469, 30.708261489868164, 20.564823150634766, 20.564823150634766, 20.564823150634766, 20.564823150634766, 33.80754089355469, 20.564823150634766, 33.80754089355469, 30.708261489868164, 33.80754089355469]"
